StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolific_ID,1_Date_of_birth,2_Gender,3_Education,4_Income,5_Political,6_Platforms,6_Platforms_10_TEXT,7_Personalization,8_Satisfaction,9_T_understand_you,10T_understand_other,11_T_benefit_1,11_T_benefit_4,11_T_benefit_5,11_T_benefit_6,12_T_fee_9,T_13_preferences_1,T_13_preferences_4,T_13_preferences_5,14_T_Equal_fee,15_T_fee_2_1,15_T_fee_2_2,9_C_understand_you,10C_understand_other,11_C_benefit_1,11_C_benefit_4,11_C_benefit_5,11_C_benefit_21,12_C_fee_9,C_13_preferences_1,C_13_preferences_4,C_13_preferences_5,C_equal_fee,C_fee_2_1,C_fee_2_2
12/2/2021 12:24,12/2/2021 12:29,IP Address,129.186.253.75,100,267,TRUE,12/2/2021 12:29,R_3Ey6lI1Q67C2ZEe,,,,,42.05140686,-93.69080353,anonymous,EN,5f9ebe0aef3e674711654bab,2002,Male,High school,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,No,4,2,4,5,10,4,2,4,They should be charged the same amount,8,8
12/2/2021 12:24,12/2/2021 12:30,IP Address,64.253.8.47,100,358,TRUE,12/2/2021 12:30,R_2Sk9SZJcLCy7H0D,,,,,32.43009949,-80.66940308,anonymous,EN,5e4b0189cdf5a6011838a6a2,1981,Male,College / university,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify,Other",Fubo,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,No,4,3,4,5,10,5,2,4,They should be charged the same amount,10,10
12/2/2021 12:24,12/2/2021 12:32,IP Address,69.145.171.6,100,457,TRUE,12/2/2021 12:32,R_3kh4wyGGNelJXgA,,,,,46.896698,-114.0020981,anonymous,EN,5fec956243c578e38ad84250,1981,Male,High school,$20000 or more,Something else,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix",,Never,,Yes,Yes,2,4,5,5,7,5,3,1,They should be charged the same amount,7,7,,,,,,,,,,,,,
12/2/2021 12:23,12/2/2021 12:24,IP Address,69.206.47.28,100,97,TRUE,12/2/2021 12:24,R_33xqzxuk4xAzgxX,,,,,41.96980286,-74.06770325,anonymous,EN,5db75a2044b77e000b92456a,1984,Male,College / university,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,Rarely,Sometimes,Yes,Yes,4,4,5,5,10,1,5,5,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:23,12/2/2021 12:26,IP Address,73.86.72.47,100,150,TRUE,12/2/2021 12:26,R_1oBBBeO6FoEvyWB,,,,,38.87319946,-77.11509705,anonymous,EN,5c35663a24643200010e7e15,1995,Male,Graduate school,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,Sometimes,Most of the time,Yes,Yes,4,5,5,5,6,5,2,4,User A,6,5,,,,,,,,,,,,,
12/2/2021 12:23,12/2/2021 12:26,IP Address,24.13.191.227,100,155,TRUE,12/2/2021 12:26,R_3p4FW7MBQLrizwz,,,,,41.90319824,-87.63829803,anonymous,EN,5a9c44d2f05361000172055b,1989,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,Rarely,Rarely,,,,,,,,,,,,,,Yes,No,3,3,4,5,10,4,2,3,They should be charged the same amount,10,10
12/2/2021 12:22,12/2/2021 12:25,IP Address,107.127.42.101,100,158,TRUE,12/2/2021 12:25,R_2yayBLt6sFJiEYo,,,,,40.76829529,-73.98020172,anonymous,EN,605028139fe4e2cf15408d8b,2001,Male,High school,Less than $1999,Independent,YouTube Premium / YouTube Music,,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,No,3,3,2,5,6,4,4,4,They should be charged the same amount,6,6
12/2/2021 12:22,12/2/2021 12:25,IP Address,107.202.147.107,100,206,TRUE,12/2/2021 12:25,R_1r1QFFblmvgX1si,,,,,37.40429688,-122.0747986,anonymous,EN,6160c6dfef89b8106659ca5d,1990,Male,High school,Less than $1999,Democrat,,,,,,,,,,,,,,,,,,Yes,No,3,2,5,5,6,5,3,4,They should be charged the same amount,6,6
12/2/2021 12:22,12/2/2021 12:26,IP Address,207.151.52.110,100,235,TRUE,12/2/2021 12:26,R_3M51xdzTdbMGYWY,,,,,34.03219604,-118.2835999,anonymous,EN,5edd00eb4ffe4304affd11db,1983,Male,Graduate school,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Netflix,YouTube Premium / YouTube Music",,Sometimes,Sometimes,Yes,Yes,3,4,5,5,8,5,1,3,They should be charged the same amount,8,8,,,,,,,,,,,,,
12/2/2021 12:22,12/2/2021 12:26,IP Address,67.181.104.55,100,267,TRUE,12/2/2021 12:26,R_2ROKG8zOPszLY39,,,,,37.97860718,-121.3146973,anonymous,EN,610052fdb00d48e8cd442eb4,2000,Male,High school,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,No,3,2,4,5,10,5,2,3,They should be charged the same amount,10,10
12/2/2021 12:22,12/2/2021 12:27,IP Address,72.225.21.104,100,289,TRUE,12/2/2021 12:27,R_3GBZkprcVFlzM2U,,,,,43.09080505,-77.43479919,anonymous,EN,5ed8c264d134c803a2670e4c,1997,Female,College / university,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Spotify",,Rarely,Rarely,Yes,Yes,4,4,4,5,10,5,1,3,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:21,12/2/2021 12:23,IP Address,72.66.46.235,100,143,TRUE,12/2/2021 12:23,R_3EoFLaChNIYawZE,,,,,38.95219421,-77.02529907,anonymous,EN,5c6c6a5e85108c00012b0e6e,1990,Male,Graduate school,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Spotify",,Rarely,Rarely,,,,,,,,,,,,,,Yes,Yes,4,4,5,5,10,4,2,2,They should be charged the same amount,10,10
12/2/2021 12:21,12/2/2021 12:23,IP Address,174.204.201.192,100,147,TRUE,12/2/2021 12:23,R_3PbrkUtObuQfZEd,,,,,45.48039246,-122.5890961,anonymous,EN,613817325d7b73e322a1c619,2000,Male,High school,$2000 to $4999,Something else,"Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,YouTube Premium / YouTube Music",,Sometimes,Sometimes,Yes,Yes,3,4,4,5,10,5,3,4,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:21,12/2/2021 12:23,IP Address,98.176.171.222,100,125,TRUE,12/2/2021 12:23,R_UyB5cHOAaaPqKtj,,,,,33.13659668,-117.0610962,anonymous,EN,5ee5a7a87e2f6d2e11a172b4,1988,Male,Graduate school,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix",,Never,,Yes,Yes,2,4,4,5,5,5,2,1,They should be charged the same amount,5,5,,,,,,,,,,,,,
12/2/2021 12:21,12/2/2021 12:23,IP Address,70.95.135.50,100,144,TRUE,12/2/2021 12:23,R_72SB9eAMfmTIXip,,,,,32.91639709,-117.1392975,anonymous,EN,614e0365c84907af6177bb88,2002,Male,High school,Less than $1999,Independent,"Amazon Prime / Amazon Music,Netflix",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,No,4,2,5,5,12,5,2,5,They should be charged the same amount,12,12
12/2/2021 12:21,12/2/2021 12:24,IP Address,23.127.169.38,100,147,TRUE,12/2/2021 12:24,R_1GwOGClKvY5pSyp,,,,,29.62849426,-98.43699646,anonymous,EN,5c3ffeedc2d0b700017d0d5e,1998,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Netflix",,Rarely,Sometimes,,,,,,,,,,,,,,Yes,Yes,3,4,3,5,9,2,2,4,They should be charged the same amount,5,5
12/2/2021 12:21,12/2/2021 12:25,IP Address,71.194.116.227,100,198,TRUE,12/2/2021 12:25,R_1gSCuFdzPFJDGD2,,,,,41.30709839,-88.15180206,anonymous,EN,5dc47ddd034b45342d3b2e3a,1988,Male,College / university,Less than $1999,Democrat,Netflix,,Sometimes,Most of the time,Yes,Yes,3,3,4,5,5,5,3,3,They should be charged the same amount,5,5,,,,,,,,,,,,,
12/2/2021 12:21,12/2/2021 12:25,IP Address,217.180.208.87,100,199,TRUE,12/2/2021 12:25,R_vdjA4T4HcfeXRgl,,,,,40.04139709,-84.20230103,anonymous,EN,61520cb33cbe8939af2a11a6,1996,Male,High school,Less than $1999,Democrat,Amazon Prime / Amazon Music,,Sometimes,Sometimes,Yes,Yes,4,3,5,5,10,5,2,4,User B,10,15,,,,,,,,,,,,,
12/2/2021 12:21,12/2/2021 12:29,IP Address,67.180.65.223,100,495,TRUE,12/2/2021 12:29,R_31bFb7hxhBN3Kqj,,,,,37.68110657,-122.4805984,anonymous,EN,5d2787f7e9b2a00018221059,1988,Male,Graduate school,Prefer not to say,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix,Paramount Plus",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,No,5,2,4,5,10,5,2,4,They should be charged the same amount,10,10
12/2/2021 12:21,12/2/2021 12:33,IP Address,107.213.7.21,100,686,TRUE,12/2/2021 12:33,R_2XbQycbF0wDIcqY,,,,,43.6381073,-84.20290375,anonymous,EN,5dd3d566e05cad3b130de19a,1981,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,Yes,2,2,5,5,10,5,1,2,They should be charged the same amount,9,9
12/2/2021 12:20,12/2/2021 12:22,IP Address,96.253.39.174,100,118,TRUE,12/2/2021 12:22,R_3fddEaWW5Rq3y8I,,,,,41.83070374,-71.39820099,anonymous,EN,6151b488c4a262e94e01b888,1998,Male,High school,$10000 to $19999,Independent,"Apple Music,Hulu",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,Yes,3,2,3,5,8,3,3,4,They should be charged the same amount,8,8
12/2/2021 12:20,12/2/2021 12:23,IP Address,74.99.162.109,100,163,TRUE,12/2/2021 12:23,R_Y5qvcOtlSu4EDiV,,,,,40.34039307,-76.78820038,anonymous,EN,558955ebfdf99b6bd06016c9,1990,Male,College / university,$2000 to $4999,Democrat,Other,Sling,Rarely,Sometimes,Yes,Yes,4,4,5,5,5,1,5,5,They should be charged the same amount,5,5,,,,,,,,,,,,,
12/2/2021 12:20,12/2/2021 12:23,IP Address,76.168.44.8,100,155,TRUE,12/2/2021 12:23,R_SBpRYpGCpgvwXT3,,,,,34.18670654,-118.3878021,anonymous,EN,58a5d58bb2a7180001f061d4,1985,Male,College / university,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,YouTube Premium / YouTube Music",,Rarely,Sometimes,Yes,Yes,4,3,5,5,9,5,2,4,They should be charged the same amount,9,9,,,,,,,,,,,,,
12/2/2021 12:20,12/2/2021 12:38,IP Address,72.69.244.213,100,1048,TRUE,12/2/2021 12:38,R_2AKXLc2t5XrkERf,,,,,40.58279419,-73.95320129,anonymous,EN,5a5bff49acc75b00017a6009,1985,Male,Graduate school,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Peacock,Spotify",,Sometimes,Most of the time,Yes,Yes,5,4,4,5,16,4,3,4,They should be charged the same amount,16,16,,,,,,,,,,,,,
12/2/2021 12:19,12/2/2021 12:22,IP Address,23.119.132.49,100,149,TRUE,12/2/2021 12:22,R_1nNJkWbI8XBpkIM,,,,,42.31219482,-88.44180298,anonymous,EN,5e6bba5459a3bd17473d4d6a,1983,Male,College / university,Less than $1999,Democrat,"HBO Max,Netflix",,Never,,,,,,,,,,,,,,,Yes,No,4,3,5,5,3,5,1,1,User A,4,0
12/2/2021 12:19,12/2/2021 12:22,IP Address,98.225.114.38,100,196,TRUE,12/2/2021 12:22,R_3G0ORWzkSftk2wY,,,,,32.40629578,-111.0633011,anonymous,EN,5afb313ab1e92800016421b6,1984,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Paramount Plus",,Rarely,Sometimes,,,,,,,,,,,,,,Yes,Yes,1,1,1,5,7,5,1,1,They should be charged the same amount,7,7
12/2/2021 12:19,12/2/2021 12:24,IP Address,71.112.199.20,100,306,TRUE,12/2/2021 12:24,R_1QasouJMvSPf8jV,,,,,40.43249512,-79.86299896,anonymous,EN,614e1be1b75d7b452e03414c,1988,Male,High school,$5000 to $9999,Democrat,"Disney Plus,HBO Max,Hulu,Netflix,Peacock",,Sometimes,Sometimes,Yes,Yes,4,2,4,5,10,5,1,2,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:19,12/2/2021 12:29,IP Address,98.150.153.240,100,629,TRUE,12/2/2021 12:29,R_3lF728ZctCYjNCb,,,,,21.29190063,-157.7546997,anonymous,EN,6152baaee07bc0fe95137cac,1999,Male,College / university,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Spotify",,Rarely,Rarely,Yes,Yes,2,3,3,5,5,4,2,4,User A,6.99,4.99,,,,,,,,,,,,,
12/2/2021 12:18,12/2/2021 12:20,IP Address,172.249.119.14,100,146,TRUE,12/2/2021 12:20,R_3NCxFcAynLzHm91,,,,,33.87440491,-117.8564987,anonymous,EN,610a06e4613ff666139fd6d9,2001,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Netflix,Spotify",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,Yes,4,4,5,5,10,5,2,4,They should be charged the same amount,10,10
12/2/2021 12:18,12/2/2021 12:21,IP Address,71.86.49.205,100,192,TRUE,12/2/2021 12:21,R_PU6s6QHSDjwXzKV,,,,,39.70379639,-91.38410187,anonymous,EN,611c63ddaefe8fdf13c8cbad,1996,Male,High school,Less than $1999,Republican,"Amazon Prime / Amazon Music,Hulu,Netflix",,Rarely,Rarely,,,,,,,,,,,,,,Yes,No,2,2,4,5,8,4,2,2,They should be charged the same amount,6,6
12/2/2021 12:18,12/2/2021 12:22,IP Address,174.203.138.184,100,236,TRUE,12/2/2021 12:22,R_VPguDIMMGEg2jvP,,,,,40.3052063,-79.54180145,anonymous,EN,615dc776f1ada9435982f7a9,1981,Male,College / university,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Pandora,Peacock,Spotify,YouTube Premium / YouTube Music",,Rarely,Sometimes,Yes,Yes,3,4,5,5,5,5,2,2,They should be charged the same amount,5,5,,,,,,,,,,,,,
12/2/2021 12:18,12/2/2021 12:24,IP Address,108.202.65.36,100,302,TRUE,12/2/2021 12:24,R_2qBEIMiBobgfTqk,,,,,33.82060242,-84.02290344,anonymous,EN,604c6a1d94637f323c7a975d,1988,Male,High school,Less than $1999,Democrat,"HBO Max,Hulu,Spotify",,Rarely,Sometimes,Yes,Yes,3,3,5,5,10,5,2,3,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:17,12/2/2021 12:19,IP Address,66.27.202.16,100,128,TRUE,12/2/2021 12:19,R_OrhttCnwQXKDThL,,,,,21.42539978,-157.813797,anonymous,EN,604fc236aa7494027d55c553,1987,Male,High school,Less than $1999,Democrat,Spotify,,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,No,4,2,5,5,8,5,1,5,They should be charged the same amount,8,8
12/2/2021 12:17,12/2/2021 12:20,IP Address,136.226.50.192,100,179,TRUE,12/2/2021 12:20,R_1Iu9W0SpBeOBtrw,,,,,38.91720581,-77.07089996,anonymous,EN,6078f6d6268363e5ccd98849,1997,Male,College / university,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,Rarely,Rarely,Yes,Yes,4,4,5,5,5,3,3,5,They should be charged the same amount,3,3,,,,,,,,,,,,,
12/2/2021 12:17,12/2/2021 12:20,IP Address,107.138.88.27,100,195,TRUE,12/2/2021 12:20,R_p6pz0FfLII354ul,,,,,38.56390381,-121.441803,anonymous,EN,5e10d288a2c6967a2c655aad,1990,Male,Graduate school,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,Yes,3,3,5,5,12,5,4,3,User B,8,12
12/2/2021 12:17,12/2/2021 12:21,IP Address,71.233.21.221,100,240,TRUE,12/2/2021 12:21,R_2wKV7ueMmUVe2FJ,,,,,42.58259583,-71.09490204,anonymous,EN,61572711597846f37188031b,1991,Male,Graduate school,$5000 to $9999,Republican,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,Never,,,,,,,,,,,,,,,Yes,No,2,2,5,5,14,4,1,5,They should be charged the same amount,14,14
12/2/2021 12:17,12/2/2021 12:22,IP Address,108.217.72.81,100,307,TRUE,12/2/2021 12:22,R_1la8V4LawxkrXkY,,,,,33.78100586,-118.2621994,anonymous,EN,5b5a822e1ad8270001c4f28d,1981,Male,High school,Less than $1999,Independent,"Disney Plus,HBO Max,Hulu",,Sometimes,Most of the time,Yes,Yes,3,5,4,5,10,5,3,3,User A,10,6,,,,,,,,,,,,,
12/2/2021 12:16,12/2/2021 12:19,IP Address,107.195.124.108,100,171,TRUE,12/2/2021 12:19,R_2tr5AHxwzTuBNuj,,,,,41.60049438,-83.62509918,anonymous,EN,5eaff2eac963900392c6dc48,1988,Male,High school,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix",,Rarely,Rarely,Yes,Yes,1,3,5,5,10,5,4,1,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:16,12/2/2021 12:19,IP Address,74.71.23.203,100,178,TRUE,12/2/2021 12:19,R_2uwiBMjrV4MMcIr,,,,,40.80000305,-73.9763031,anonymous,EN,5f51287698edeb30a0cf878d,1984,Male,College / university,Less than $1999,Independent,"Amazon Prime / Amazon Music,Netflix",,Never,,Yes,Yes,2,4,4,5,9,5,2,2,They should be charged the same amount,8.99,8.99,,,,,,,,,,,,,
12/2/2021 12:16,12/2/2021 12:20,IP Address,73.75.52.145,100,230,TRUE,12/2/2021 12:20,R_xg5ksGPg9DTwlu9,,,,,42.16889954,-87.854599,anonymous,EN,5fb09a28a72a8c49d65aeef0,1990,Male,Graduate school,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Netflix",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,No,4,4,5,5,6,4,2,4,They should be charged the same amount,6,6
12/2/2021 12:16,12/2/2021 12:22,IP Address,12.181.108.2,100,338,TRUE,12/2/2021 12:22,R_V39nS84fV9pK6eR,,,,,33.85569763,-98.57929993,anonymous,EN,60da4cf315192e8bb8fd86cd,1993,Male,High school,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,Rarely,Never,,,,,,,,,,,,,,Yes,No,3,1,4,5,10,5,1,2,User A,15,10
12/2/2021 12:16,12/2/2021 12:22,IP Address,65.96.196.212,100,363,TRUE,12/2/2021 12:23,R_3QJg1CrkM4j06OO,,,,,42.58050537,-70.77279663,anonymous,EN,5e4b33427f4cef051124ed9f,1993,Male,High school,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,Sometimes,Most of the time,Yes,Yes,5,5,5,5,10,4,2,3,User A,10,5,,,,,,,,,,,,,
12/2/2021 12:15,12/2/2021 12:18,IP Address,24.194.166.120,100,154,TRUE,12/2/2021 12:18,R_2Tn3NyjBZ2ICRGL,,,,,42.63650513,-73.55039978,anonymous,EN,602f5ba5c083e3c479100d11,1993,Non-binary / third gender,Graduate school,Less than $1999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Paramount Plus,YouTube Premium / YouTube Music",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,No,4,3,5,5,5,5,1,3,They should be charged the same amount,5,5
12/2/2021 12:15,12/2/2021 12:18,IP Address,47.227.250.138,100,177,TRUE,12/2/2021 12:18,R_sC46xq0DCy2ZQ6R,,,,,39.97439575,-86.082901,anonymous,EN,5e815773285d3883ba2fbbcf,1995,Male,Graduate school,$5000 to $9999,Independent,Disney Plus,,Sometimes,Most of the time,Yes,Yes,4,3,5,5,7,5,2,1,They should be charged the same amount,7,7,,,,,,,,,,,,,
12/2/2021 12:15,12/2/2021 12:19,IP Address,75.162.187.12,100,200,TRUE,12/2/2021 12:19,R_1qWG1rIkHEvYYgI,,,,,41.5821991,-93.68019867,anonymous,EN,60bfd6a8478e7cbb5e86ad85,1996,Male,College / university,$2000 to $4999,Democrat,"Hulu,Netflix,Spotify",,Sometimes,Rarely,,,,,,,,,,,,,,Yes,Yes,2,3,5,5,8,4,2,2,They should be charged the same amount,8,8
12/2/2021 12:15,12/2/2021 12:21,IP Address,73.1.169.102,100,401,TRUE,12/2/2021 12:21,R_27vSxnweOesQxVu,,,,,25.76100159,-80.23249817,anonymous,EN,60cbde84eb3169645f11cdbc,1979,Male,College / university,Less than $1999,Independent,Netflix,,Rarely,Sometimes,,,,,,,,,,,,,,Yes,No,4,1,3,5,10,5,1,2,User A,10,10
12/2/2021 12:15,12/2/2021 12:26,IP Address,71.15.23.123,100,642,TRUE,12/2/2021 12:26,R_33sg19PmiKcUdoV,,,,,34.94459534,-82.2213974,anonymous,EN,576704bffdff7a0001c12890,1982,Non-binary / third gender,Graduate school,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Paramount Plus",,Never,,,,,,,,,,,,,,,Yes,No,1,1,5,5,12,5,1,1,They should be charged the same amount,12,12
12/2/2021 12:14,12/2/2021 12:16,IP Address,68.228.200.22,100,152,TRUE,12/2/2021 12:16,R_3Kp6ESp6RZijnwB,,,,,33.65629578,-112.1706009,anonymous,EN,60c7e1947c31373b899befe2,1999,Male,High school,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Spotify",,Most of the time,Sometimes,,,,,,,,,,,,,,Yes,Yes,4,3,4,5,10,5,2,4,They should be charged the same amount,10,10
12/2/2021 12:14,12/2/2021 12:17,IP Address,174.45.56.36,100,184,TRUE,12/2/2021 12:17,R_3D61L0oTGnrHABg,,,,,37.28450012,-107.8646011,anonymous,EN,5e8522f7762f3c106bf225f0,1997,Male,High school,$2000 to $4999,Independent,"HBO Max,Hulu,Spotify",,Sometimes,Sometimes,Yes,Yes,3,3,5,5,10,4,2,4,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:13,12/2/2021 12:15,IP Address,45.31.52.143,100,110,TRUE,12/2/2021 12:15,R_2aPhMWCPjd1nWvE,,,,,26.45249939,-80.15619659,anonymous,EN,5fc98bb760422d47c315d393,1995,Male,College / university,$2000 to $4999,Democrat,"Apple Music,Hulu,Netflix,Spotify",,Sometimes,Most of the time,Yes,Yes,5,3,3,5,6,3,2,3,They should be charged the same amount,12,9,,,,,,,,,,,,,
12/2/2021 12:13,12/2/2021 12:15,IP Address,24.60.201.234,100,127,TRUE,12/2/2021 12:15,R_tWJEPm2zG2fnHwd,,,,,42.39120483,-71.08820343,anonymous,EN,5c64aca5f4513900012151bf,1996,Male,College / university,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,Sometimes,Most of the time,,,,,,,,,,,,,,Yes,No,4,3,4,5,8,5,2,4,They should be charged the same amount,8,8
12/2/2021 12:13,12/2/2021 12:16,IP Address,174.54.121.18,100,155,TRUE,12/2/2021 12:16,R_3QFdQTJlhAYPoYp,,,,,41.41389465,-75.68270111,anonymous,EN,5c683401b75f9000019f49ba,1984,Male,Graduate school,$2000 to $4999,Democrat,"HBO Max,Netflix,Peacock,Spotify,YouTube Premium / YouTube Music",,Sometimes,Sometimes,,,,,,,,,,,,,,Yes,Yes,4,3,5,5,10,3,3,4,User B,5,10
12/2/2021 12:13,12/2/2021 12:16,IP Address,172.91.67.138,100,187,TRUE,12/2/2021 12:16,R_8DnrSgEXBme2YzT,,,,,34.03799438,-118.4543991,anonymous,EN,5eeaae9d8b89801ce94dc448,1991,Male,College / university,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,Sometimes,Sometimes,Yes,Yes,3,3,4,5,10,5,4,4,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:13,12/2/2021 12:16,IP Address,67.172.165.50,100,173,TRUE,12/2/2021 12:16,R_uaXdOqERpBLJcDD,,,,,38.76800537,-121.3348999,anonymous,EN,5ee68971dde4ef4056079287,1986,Male,College / university,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Peacock,Spotify",,Most of the time,Sometimes,,,,,,,,,,,,,,Yes,No,4,4,4,5,5,5,1,4,They should be charged the same amount,5,5
12/2/2021 12:13,12/2/2021 12:16,IP Address,104.173.79.150,100,190,TRUE,12/2/2021 12:16,R_1r37IT2BxCQbtj7,,,,,34.60380554,-118.2294998,anonymous,EN,5b2f2c586d601d0001d5cd73,1985,Male,College / university,$5000 to $9999,Independent,Amazon Prime / Amazon Music,,Sometimes,Sometimes,Yes,Yes,4,3,4,5,5,4,2,3,User B,5,8,,,,,,,,,,,,,
12/2/2021 12:13,12/2/2021 12:16,IP Address,73.173.103.253,100,176,TRUE,12/2/2021 12:16,R_eQHcSWN92T5gKQN,,,,,39.21240234,-76.87760162,anonymous,EN,5b18248744127b00013f90ce,1994,Male,College / university,$2000 to $4999,Democrat,,,,,Yes,Yes,2,2,5,5,10,5,1,1,They should be charged the same amount,10,10,,,,,,,,,,,,,
12/2/2021 12:13,12/2/2021 12:19,IP Address,173.28.68.218,100,339,TRUE,12/2/2021 12:19,R_3n1anYk1cUUyYW1,,,,,40.77149963,-87.74099731,anonymous,EN,611fd46390ddbecaf6fb88be,1994,Female,High school,Less than $1999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Spotify",,Sometimes,Sometimes,Yes,Yes,3,3,3,5,13,5,1,5,User A,13,10,,,,,,,,,,,,,
12/2/2021 12:12,12/2/2021 12:14,IP Address,45.49.104.197,100,145,TRUE,12/2/2021 12:14,R_2Sp2ss8S9lDNdP0,,,,,34.07719421,-117.4505997,anonymous,EN,558b7b06fdf99b21155f2c1b,1990,Male,College / university,$2000 to $4999,Independent,Netflix,,Never,,,,,,,,,,,,,,,Yes,Yes,4,4,5,5,5,3,5,5,User B,5,6
12/2/2021 12:12,12/2/2021 12:14,IP Address,75.48.78.21,100,141,TRUE,12/2/2021 12:14,R_2qslz8l0SHRf4vN,,,,,37.9835968,-122.0162964,anonymous,EN,5dd33f6b2091e93579973754,1980,Male,College / university,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,Sometimes,Most of the time,Yes,Yes,4,4,5,5,9,5,4,2,User A,10,9,,,,,,,,,,,,,
